1	0.016709181842290692
2	0.015072446575181352
3	0.012167660002079275
4	0.008732655654764838
5	0.011719643992061416
6	0.013466466994335255
7	0.01576544577255845
8	0.014411604238881005
9	0.0191664336145752
10	0.020819498122566275
11	0.01333961837614576
12	0.014366971070153845
13	0.013177885932640897
14	0.01352953709041079
15	0.01056486890754766
16	0.017022428516712453
17	0.012823644508090284
18	0.012342991126287315
19	0.010807027005487017
20	0.011003313689596124
21	0.011019293270591233
22	0.014260100045551857
23	0.014200519925604263
24	0.011447460804548528
25	0.012045781231588788
26	0.011567270072797934
27	0.009204695492775904
28	0.01204230615662204
29	0.012757987508343326
30	0.010479039564314816
31	0.011915295229603847
32	0.011399494018405676
33	0.010813912066320578
34	0.009448889280772872
35	0.013774532410833571
36	0.011911174541132318
37	0.00977203943249252
38	0.011399518025832044
39	0.012176393427782588
40	0.011633336078375578
41	0.00909109092834923
42	0.009854386871059736
43	0.017955015258242685
44	0.01228312977279226
45	0.010074753624697527
46	0.012411447086681923
47	0.013984917352596918
48	0.009142640408956342
49	0.010152376256883144
50	0.012139105134540133
